mean,var,azm,SWH,direction
0.0204,0.2077,112.3641,0.439154655,137.0113373
0.0109,0.0916,115.8479,0.428865731,81.00154114
0.0045,0.0136,115.3091,0.183199644,8.571853638
0.0243,0.3135,112.4526,1.132141471,252.0286255
0.007,0.0311,133.6722,0.535951853,63.94621277
0.0419,1.1492,121.4584,2.306319952,176.9228516
0.0212,0.2601,114.9473,0.467685342,77.63967896
0.0142,0.1025,149.499,0.597432077,275.6239014
0.0108,0.0644,116.1497,0.753757,175.6210022
0.0087,0.0553,148.7926,0.608881831,19.19555664
0.0072,0.0487,182.5941,0.734678924,295.5011597
0.0119,0.0774,120.2723,0.608582973,275.1485291
0.023,0.3311,120.6883,1.557536483,196.338562
0.0211,0.2623,118.5341,1.440076828,147.5323792
0.0029,0.0071,147.5358,0.355807245,59.80755615
0.0291,0.4324,110.7704,0.629085183,69.41667175
0.0038,0.0102,112.8844,0.625021815,266.4623718
0.0087,0.0377,110.7462,0.568222642,244.276123
0.001,0.0002,113.9908,0.123841882,176.0592651
0.0011,0.0004,175.0253,0.112671122,112.568924
0.0328,0.5999,121.0699,0.950129747,79.21908569
0.0064,0.0253,145.3251,0.728295445,234.9736938
0.0049,0.0199,166.2904,0.233752757,182.1372986
0.0257,0.3737,113.6783,2.127892494,188.212616
0.0105,0.0622,108.5139,1.085497856,154.6541138
0.0059,0.0279,153.9246,1.143165469,175.2905273
0.0334,0.6996,119.1894,2.11004281,183.4547119
0.016,0.1449,111.7732,0.525056958,47.54124451
0.005,0.014,111.6013,0.721078932,356.9446411
0.004,0.0104,116.1269,0.605721354,286.0317993
0.0328,0.5436,116.9962,1.492195606,41.20223999
0.0593,1.8445,114.2715,0.695482671,71.54431152
0.0051,0.0316,179.9058,0.126988217,93.71621704
0.001,0.0002,112.5498,0.201837331,67.37979126
0.0075,0.0724,127.8628,0.429770261,49.09155273
0.0009,0.0003,116.4282,0.203451902,22.96450806
0.0085,0.0465,143.188,0.589099348,281.8652649
0.0016,0.0015,120.6639,0.240333155,180.6790619
0.0133,0.1147,130.9558,0.500093281,48.23855591
0.0758,3.4925,116.0328,1.032455802,59.95477295
0.001,0.0003,107.7396,0.505238414,176.6463013
0.0135,0.1351,121.3181,1.429276705,206.6525879
0.0161,0.1431,122.0265,0.477575153,78.91854858
0.0106,0.0893,164.2004,0.146199957,87.18237305
0.0084,0.0508,133.3444,0.189156786,104.937561
0.0047,0.0171,119.2363,0.385630786,21.56710815
0.0121,0.081,132.527,0.515256703,78.96206665
0.0057,0.0188,114.5624,0.948794246,354.4035645
0.0179,0.1881,111.1822,1.470348358,179.7702942
0.0166,0.1318,114.8376,0.289356917,174.9714966
0.0397,0.9488,114.033,2.192119122,179.8025208
0.0113,0.0717,123.3524,0.480934739,245.321106
0.0184,0.1946,124.2836,1.180878162,174.9930115
0.0087,0.0436,115.5502,0.429852605,82.05134583
0.0093,0.0458,113.1826,0.523322463,41.91833496
0.0462,1.4761,149.8784,0.589838505,36.11865234
0.0109,0.0633,117.0082,0.542666495,268.3878174
0.0107,0.0663,122.9514,0.237126738,156.741394
0.006,0.0191,108.3766,0.482154757,347.0698242
0.0087,0.0432,114.6992,0.646496534,264.8682861
0.0123,0.1487,173.1117,1.042207956,220.0460358
0.0102,0.0655,119.5882,0.426660746,162.687439
0.0023,0.0038,111.9007,0.19348073,196.3553314
0.0123,0.0782,113.9492,0.596336246,264.6638184
0.0118,0.085,115.5724,0.454996556,223.7820435
0.0275,0.3934,126.5668,0.395111144,88.43345642
0.0076,0.0295,113.388,0.831440806,353.8330078
0.0052,0.0188,119.7299,0.194306076,334.1035156
0.0069,0.0327,130.2301,0.3181566,75.56843567
0.0033,0.0114,129.5258,0.230449885,176.5149841
0.005,0.0253,122.7508,0.560276031,240.3872986
0.0089,0.0529,118.8437,0.2205026,127.9479065
0.0064,0.0253,118.4514,0.222279355,13.82409668
0.0048,0.0163,118.4263,0.25574398,9.08807373
0.0129,0.0876,109.3607,0.551492989,214.7008209
0.0087,0.0544,132.7549,0.228120923,91.54559326
0.0175,0.1708,112.1848,0.531023979,236.278656
0.0284,0.4539,113.4928,0.83940655,150.6609344
0.0081,0.0344,112.7711,0.291254401,34.75933838
0.0146,0.1258,116.9287,0.245240167,122.1278381
0.0108,0.0783,132.8243,0.526132822,60.56593323
0.0046,0.0128,125.8254,0.408047169,10.56938171
0.0139,0.1137,116.0152,0.251963556,110.7992554
0.0177,0.1823,120.0788,0.489504218,42.47563171
0.0048,0.0129,112.3452,0.542231798,17.39385986
0.0016,0.0017,120.4345,0.163011059,288.5571594
0.0094,0.055,122.3136,0.507482529,204.6168823
0.0148,0.1133,114.4781,0.481337607,50.26251221
0.0181,0.1899,126.0462,0.42392531,173.6835327
0.0224,0.2685,113.3661,0.856605351,233.477829
0.0108,0.0609,111.6095,0.536508203,30.78318787
0.0264,0.3479,115.7182,0.982061982,42.64442444
0.0119,0.0675,115.2402,0.578913212,40.15963745
0.0175,0.1949,113.4157,1.993129849,194.9813538
0.0235,0.3359,118.2273,0.571980417,71.92205811
0.0206,0.2506,110.534,1.541504502,196.5305023
0.0266,0.3797,121.6849,0.637396216,74.65631866
0.0254,0.3983,115.7449,0.435607553,34.39047241
0.0071,0.032,155.1795,0.678337812,242.7612305
0.0211,0.2567,131.1501,0.463767499,192.8406372
0.0086,0.0392,126.4804,0.934331894,345.3334045
0.0137,0.1077,114.2004,1.265478015,183.4250488
0.0178,0.1858,120.6337,0.521432459,46.89141846
0.0007,0.0002,114.2875,0.191860944,359.4799805
0.0236,0.2949,119.8689,0.667652547,77.58584595
0.005,0.0143,107.3037,0.760987699,356.6126709
0.0283,0.4676,112.2911,2.15300703,185.919281
0.0057,0.0276,120.1253,0.259977579,57.62930298
0.0075,0.0342,104.6921,0.628241897,287.1586914
0.0107,0.0656,118.3773,0.783123195,16.54296875
0.0012,0.0004,119.0139,0.43567884,173.9838257
0.0152,0.1379,114.3699,0.44082126,66.86245728
0.0077,0.0406,145.7478,0.448302507,82.39172363
0.0045,0.0127,113.1088,0.589874804,277.7489929
0.0125,0.1227,129.0679,1.403677106,208.1794739
0.0039,0.012,129.4304,0.177291393,9.272613525
0.0214,0.2539,109.0491,0.482793629,200.3688965
0.0164,0.1551,112.6627,0.577700555,227.5579071
0.0095,0.0549,120.6114,0.513925433,243.2220001
0.003,0.0069,111.411,0.259860516,207.126709
0.0157,0.174,122.886,0.613186359,195.989151
0.008,0.0423,123.39,0.727139115,166.9324036
0.0423,1.0246,139.4268,1.270736933,167.163269
0.0089,0.0484,121.2652,0.506674469,246.4710693
0.0052,0.0159,122.06,0.365897685,54.52362061
0.008,0.0365,111.2623,1.431159019,189.7133636
0.0015,0.0003,125.1961,0.102029964,146.4740295
0.0258,0.4376,111.3303,1.931794882,190.7683411
0.0125,0.1055,143.4996,0.476458967,218.517334
0.0053,0.0212,193.0507,0.612192273,154.2674866
0.0005,0.0,102.8271,0.215909749,34.35432434
0.0098,0.0537,108.8094,0.491291016,68.46203613
0.0155,0.1502,124.1479,0.387907833,69.8903656
0.011,0.0835,134.982,0.741720438,34.5718689
0.0048,0.0188,140.3321,0.252434969,172.0931396
0.0105,0.0616,126.4074,0.846458673,6.21585083
0.0306,0.4855,114.7478,0.377367795,99.18255615
0.0038,0.0114,121.8544,0.133518279,0.410644531
0.0488,1.1879,114.4917,0.625747442,65.92214966
0.0517,1.3628,111.4558,0.613266587,80.63117981
0.0142,0.1027,107.7091,0.576800585,236.9894714
0.0044,0.0153,125.1756,0.230981082,161.7084656
0.0052,0.0188,117.8284,0.287760258,199.3722229
0.0041,0.0113,153.8943,0.307056993,6.797454834
0.007,0.0434,131.2902,0.144817173,166.0151062
0.0087,0.0372,124.3429,0.679418802,210.6243896
0.0137,0.1331,130.5312,0.462990463,69.91061401
0.0097,0.0559,110.6753,0.50340879,273.9197083
0.0143,0.1298,114.6993,1.122368097,138.2650146
0.0074,0.0353,109.2162,0.457640618,49.4331665
0.0126,0.1812,159.0219,0.123541594,181.1337891
0.0174,0.2006,116.0591,0.922333598,195.8204193
0.023,0.3448,125.7523,1.459100962,197.1268768
0.0202,0.266,132.1543,0.403582871,133.747406
0.0296,0.4659,110.9697,1.021735191,46.29612732
0.0151,0.1302,110.7277,0.841188788,203.7428589
0.0131,0.0948,113.8393,0.543471336,225.0375061
0.0082,0.0387,123.5254,0.626142979,245.171875
0.0103,0.0524,123.2004,0.555732191,222.8897247
0.0436,1.3284,117.4407,2.339310169,177.0998383
0.0296,0.45,118.4595,0.817262173,67.95301819
0.0166,0.158,119.1997,0.465310633,20.53015137
0.0394,0.8433,119.8023,1.025193334,270.880127
0.0041,0.0107,121.9994,0.308502346,199.105072
0.0086,0.0528,121.1674,0.456879586,150.5659943
0.0079,0.0351,110.6034,0.650796056,221.3787384
0.0054,0.0226,118.0268,0.21910727,82.32536316
0.0051,0.0229,126.5108,0.753736019,221.2150574
0.005,0.0206,150.1553,0.239610076,167.6085205
0.015,0.1438,111.3105,0.607362866,40.94197083
0.0047,0.0222,131.9107,0.19534418,64.14144897
0.0095,0.06,169.9473,0.227733865,318.3149414
0.0018,0.0015,109.0227,0.199612722,14.57723999
0.0463,1.0716,112.2471,0.866041183,72.69309998
0.0173,0.1705,115.3888,0.255453646,94.4815979
0.0078,0.0311,115.951,1.151181936,191.5281372
0.0362,0.7118,116.1127,0.168388844,47.3066864
0.0141,0.1179,111.3469,1.600756884,202.2572479
0.0235,0.3437,121.1549,1.596634746,196.9478607
0.0053,0.0158,119.7828,0.399333984,234.173172
0.0053,0.0187,108.1039,0.226884112,358.8263855
0.0093,0.0683,163.1329,0.237611398,164.6819458
0.0332,0.7008,114.1503,2.266829967,180.1267548
0.0137,0.0957,110.066,0.855662107,206.5727539
0.0063,0.0308,162.8034,0.596222579,217.6490326
0.0086,0.0461,118.8695,0.641142905,278.5554504
0.0097,0.0583,106.1655,0.163121104,102.7630615
0.0101,0.0539,106.7334,0.469155371,244.7608795
0.0071,0.0283,112.1203,1.072381973,357.3657227
0.0077,0.0449,138.0946,0.409557253,172.9123077
0.0203,0.2201,119.1313,0.285027593,112.4370193
0.0256,0.3226,121.1425,1.143298984,37.02250671
0.0085,0.0511,116.4066,1.187210083,215.4172058
0.0065,0.021,111.5567,0.825015068,356.730835
0.0018,0.0027,119.2067,0.447947562,166.0565186
0.022,0.2592,112.1089,1.389566064,183.500824
0.0043,0.0141,118.3779,0.253108203,2.339355469
0.0019,0.0009,125.4171,0.213320822,59.50650024
0.0065,0.0216,113.9407,1.152379513,178.1859741
0.0397,0.9032,120.7072,1.7670573,159.4067688
0.0391,0.8795,120.1048,0.589370787,58.53829956
0.0266,0.4086,122.9063,1.468791604,167.0549316
0.0373,0.6651,111.7932,0.717712283,233.2046661
0.0317,0.645,120.7192,2.223937035,182.1629028
0.0362,0.6571,119.8754,0.598620415,78.71728516
0.0183,0.2019,113.7736,1.450423956,201.7886963
0.0043,0.0162,169.522,0.402486116,12.17651367
0.0097,0.0606,116.0251,1.741883159,197.8300781
0.0289,0.4787,136.144,0.762919188,78.53912354
0.0161,0.1504,115.2594,0.421561033,212.7598572
0.0048,0.0155,119.7043,0.358695358,51.54421997
0.0547,1.5969,115.3282,0.866943717,72.20758057
0.0051,0.0143,117.5574,0.914953649,356.2851257
0.0014,0.002,158.3572,0.110514857,42.93240356
0.0132,0.1102,137.7698,0.448454201,139.6672058
0.0257,0.4687,123.9883,1.371575236,142.2024078
0.0187,0.2633,113.3095,2.09522748,191.0510101
0.0168,0.1463,109.668,0.511792481,146.9150391
0.0122,0.0814,117.2476,0.357584894,64.39065552
0.0859,3.9258,124.0717,1.56829536,39.51635742
0.0059,0.0252,119.7471,0.427919358,175.3513184
0.013,0.1264,117.8905,0.483786553,156.0000305
0.0096,0.0572,116.9502,0.411202312,159.3920593
0.041,0.9053,113.4404,0.821398735,69.18840027
0.0176,0.1737,111.8383,0.623753846,177.6762085
0.0039,0.0107,130.9887,0.574662149,279.7299194
0.0089,0.0405,118.4828,0.986861765,329.8069153
0.0012,0.0005,111.2467,0.161418721,32.71479797
0.0042,0.0111,117.0929,0.564974368,275.599823
0.0029,0.0116,150.2659,0.391551703,173.6647949
0.0015,0.0003,107.8976,0.111828484,158.4114685
0.0011,0.0002,103.8176,0.203279436,49.95718384
0.0126,0.093,109.8948,0.412362516,154.0076904
0.0092,0.0474,109.2737,0.620516539,11.94689941
0.0076,0.0385,141.4956,0.156911314,164.9859924
0.0122,0.0853,107.6986,0.548223853,31.76446533
0.0075,0.0576,124.6961,0.402192026,69.72219849
0.0059,0.0195,126.2081,0.477073282,220.4029846
0.0111,0.0758,150.845,0.463761479,67.94952393
0.0012,0.0004,123.3595,0.101707883,10.85267639
0.0279,0.43,120.0803,0.526937962,76.0402832
0.0052,0.0221,115.5647,0.235064521,223.6004181
0.0093,0.1,156.877,0.098504022,11.32769775
0.0318,0.5688,120.5612,0.71136713,75.78001404
0.0146,0.1344,131.2406,1.895592809,196.7584229
0.0044,0.0122,129.4426,0.255647659,42.34384155
0.0102,0.0669,127.3752,1.1873523,210.3549194
0.0344,0.6473,119.8447,0.88512069,67.31164551
0.0137,0.1058,119.6887,0.456260681,233.1904907
0.0192,0.2358,125.5757,0.627402723,236.4027252
0.0086,0.0418,122.2005,0.495636374,49.4286499
0.0471,1.0851,111.8248,0.604210794,59.07871246
0.0194,0.1954,108.4454,0.400013924,140.6096497
0.0241,0.3196,121.8099,0.879181385,40.98597717
0.0063,0.022,111.8396,0.544659615,236.3800049
0.008,0.04,118.2501,1.205380082,162.9395752
0.0196,0.2338,118.6292,0.180493176,152.3583221
0.0449,1.1626,114.1092,1.084623456,67.80422974
0.0101,0.0597,117.0723,0.20297423,148.2261047
0.0207,0.2538,107.738,1.474264145,155.0320435
0.0147,0.1154,110.646,0.479588807,78.95916748
0.0066,0.0437,140.6171,0.41356948,65.46885681
0.0053,0.0232,136.5196,0.143713966,128.5764313
0.0186,0.2342,129.3622,1.069742203,171.8922729
0.0091,0.0533,111.1393,0.878898382,354.256958
0.0072,0.0406,117.0891,0.495906591,248.5200653
0.0095,0.049,110.9447,0.907174706,347.3773193
0.0151,0.1247,121.6648,0.519755244,238.9317474
0.0185,0.2018,122.6208,0.410133213,144.0678101
0.0729,2.9852,108.3889,1.020745277,61.817276
0.0127,0.1108,182.8788,0.209527731,102.3101654
0.0013,0.0002,104.222,0.131909654,149.1926727
0.0122,0.0833,114.618,0.355073571,63.15667725
0.0234,0.2994,105.4434,2.182528973,189.9537964
0.0044,0.0141,116.7937,0.602254868,269.145813
0.0393,0.7997,113.6635,0.833794236,76.29821777
0.0133,0.1348,131.8529,0.463915437,70.01565552
0.0114,0.0701,114.1859,0.558540463,34.61993408
0.0134,0.0956,117.6464,0.752369523,259.1702271
0.0128,0.0928,116.4987,0.615826607,211.7104797
0.0135,0.0915,115.2957,0.58281064,236.8278198
0.0009,0.0003,119.4474,0.19306834,15.29612732
0.0226,0.2469,109.8394,0.626249552,72.67550659
0.0093,0.0474,117.2661,0.452322304,247.8194885
0.015,0.1145,120.7056,0.573132753,72.15374756
0.0167,0.1524,114.1997,0.542254984,232.0354309
0.0019,0.0009,112.7894,0.249727756,17.00614929
0.0026,0.005,109.6432,0.219613805,274.0580139
0.0196,0.2149,116.1263,0.516541481,233.4212036
0.0059,0.0261,123.3184,0.401528358,173.0043488
0.0155,0.1434,119.2908,0.555488288,203.4257813
0.0046,0.0135,139.5989,0.633720219,188.7225647
0.0109,0.079,124.9002,0.47044152,188.9404449
0.0125,0.0797,118.7657,0.591608644,285.5765076
0.0146,0.1082,108.7594,0.57478416,216.2078552
0.0544,1.5909,108.2845,0.804308772,237.8759308
0.01,0.0574,113.2572,0.77824688,9.456970215
0.0415,1.0614,114.0268,1.113643408,252.0556488
0.0022,0.0036,113.8614,0.182317823,215.6998749
0.0058,0.0267,136.7598,0.381767482,169.3880615
0.0213,0.2587,109.4642,1.019959807,162.9298401
0.0185,0.2096,110.3613,1.539152384,201.5116577
0.0027,0.0059,135.6522,0.326730072,56.80325317
0.0138,0.1357,150.7635,0.450926065,224.8213043
0.0078,0.0459,142.5585,0.598760784,277.6897888
0.0235,0.3477,117.0611,1.591883063,194.4807129
0.0107,0.0801,113.6143,0.591336846,50.71949768
0.0272,0.4004,113.9066,0.3975887,350.6185913
0.0042,0.0104,117.7409,0.402412862,16.42645264
0.0038,0.0104,173.2918,0.33402437,54.98693848
0.0498,1.6693,111.5009,2.261856794,174.2209167
0.0033,0.0072,121.4056,0.276690304,196.5617065
0.014,0.1102,123.6565,0.456631213,233.7380066
0.0382,0.8145,109.0306,0.986176848,240.2297363
0.0388,0.7655,118.8369,1.635371208,42.2583313
0.0072,0.0323,116.3521,0.947242737,10.17797852
0.0134,0.102,122.7548,0.701220036,202.1036987
0.0018,0.0009,104.2837,0.183309585,49.98887634
0.0077,0.0302,113.636,0.95566082,343.0828857
0.0201,0.209,112.951,0.447224319,55.42498779
0.0049,0.0144,119.0248,0.62127918,282.9538269
0.0141,0.1029,112.8353,0.639425278,223.180542
0.0033,0.0127,197.4722,1.210645199,165.7367554
0.0288,0.4309,113.0504,0.876657605,234.3751984
0.0271,0.3898,109.8359,0.928106546,147.7372284
0.0078,0.0324,117.2814,0.319182217,31.48028564
0.0243,0.3312,117.1277,0.524405539,81.67984009
0.0233,0.3088,136.1208,1.082481861,137.7083282
0.0277,0.3965,113.6455,0.539303601,77.34985352
0.0182,0.1829,115.3519,0.43133074,75.24798584
0.001,0.0002,101.6584,0.098811142,135.2254333
0.0143,0.1215,122.5062,0.557695746,52.41117859
0.0105,0.0707,109.5363,0.701777816,36.60707092
0.0576,1.8055,113.1816,0.723548353,229.977829
0.0071,0.0262,121.2477,0.64046371,331.7441711
0.0027,0.0087,165.9704,0.2804479,21.84667969
0.0051,0.0149,118.7194,0.637163341,358.0021057
0.0058,0.0262,143.4347,0.886948764,283.816864
0.0379,0.9243,119.0221,1.209059715,62.3944397
0.0103,0.059,116.746,0.586858869,18.84674072
0.0306,0.4625,107.1405,1.275283813,42.2272644
0.0128,0.0891,111.5836,1.095476985,179.876709
0.0053,0.0202,125.8718,0.421536863,59.06692505
0.0019,0.0026,115.1677,0.105553523,323.7192993
0.0083,0.0408,109.1384,0.530412078,40.61663818
0.0053,0.0141,115.3209,0.770391405,357.4653931
0.0033,0.0069,118.9021,0.202445239,42.58062744
0.007,0.0318,121.8566,0.235644326,62.12820435
0.0051,0.0166,115.3648,0.338881612,49.65542603
0.0142,0.1029,107.5081,0.789676487,207.4733276
0.0052,0.0156,111.84,0.496912748,358.7923889
0.0013,0.0009,118.8977,0.121990755,198.4069824
0.0024,0.0042,115.8017,0.236319706,262.868103
0.0128,0.0912,124.6082,0.6814785,258.1017761
0.0076,0.0309,123.381,0.825224876,339.6642151
0.0142,0.1084,115.4142,0.473353744,227.1901245
0.0044,0.0107,111.6565,0.352155477,55.52435303
0.0153,0.1196,114.0481,0.664843678,223.8362427
0.0054,0.0173,118.9455,0.451084495,208.9840393
0.0093,0.0488,119.4033,0.453879654,77.54573059
0.001,0.0002,107.075,0.204761833,71.91299438
0.0248,0.375,127.3007,0.912889719,182.8145142
0.0248,0.3594,123.5585,0.537808776,170.6250305
0.0013,0.0003,111.3562,0.121716425,157.6647949
0.0251,0.3647,116.4209,0.447511882,82.91227722
0.0054,0.0169,111.1671,0.654566824,358.590332
0.0162,0.1515,110.5039,0.64187777,180.041626
0.0632,2.2957,112.3896,1.035491347,236.7535553
0.031,0.4897,105.1895,0.738580942,66.03598022
0.0074,0.045,149.2399,1.195543528,209.2949982
0.0076,0.0314,124.804,0.673889875,342.1903076
0.0167,0.1631,119.2691,0.54614079,190.1075592
0.0107,0.0603,118.35,0.412010133,36.54580688
0.0238,0.3589,122.685,1.14435339,150.4835815
0.0083,0.0441,147.3594,0.475185215,79.07659912
0.0055,0.0195,115.2496,0.46949023,225.7917786
0.0356,0.7564,112.1567,2.34432888,180.2582397
0.0238,0.316,105.2471,1.498092413,171.6087799
0.0101,0.0695,109.1957,0.604404569,53.65737915
0.0125,0.0921,114.4567,0.121694073,138.7050171
0.0198,0.2107,113.8377,0.505843282,75.38378906
0.0079,0.0337,121.9914,0.471729457,27.5901947
0.0156,0.1241,119.1193,0.845615923,258.3775635
0.0233,0.3177,132.6112,0.414176106,125.2992401
0.01,0.0584,139.1498,0.600549936,20.39241028
0.002,0.0007,118.0505,0.227966979,57.21979523
0.0097,0.0483,106.563,0.69181174,22.17562866
0.0194,0.1948,116.4536,0.667922914,41.4185791
0.0095,0.0552,128.3017,0.494098961,244.4344482
0.038,0.7895,119.4146,0.389434099,88.8177948
0.0273,0.4077,117.5733,1.026487708,243.4633331
0.0092,0.0573,137.5503,0.328080058,63.08914185
0.0081,0.0383,138.1034,0.536982536,258.4136353
0.0149,0.1209,108.1257,0.864219844,200.7945251
0.0011,0.0002,114.7285,0.10819298,67.26281738
0.0095,0.051,119.1835,0.592114687,31.4756012
0.0036,0.0111,112.3208,0.218667448,187.7023926
0.0247,0.3681,121.0716,1.515812397,194.4568634
0.0071,0.0341,114.4909,0.676916182,282.4073792
0.0574,1.9204,121.7255,1.74582386,3.725723267
0.0399,1.0292,119.321,2.238283396,173.2857666
0.0011,0.0004,105.6009,0.117266752,176.1434631
0.0014,0.0004,118.5709,0.200565994,65.92527771
0.0192,0.1932,111.1284,0.697649956,40.7228241
0.0091,0.0528,137.9024,0.267541945,176.7901611
0.0048,0.0194,116.6384,0.297751784,11.69100189
0.0065,0.0344,155.5794,0.282312006,55.08789063
0.0049,0.0132,115.0736,0.573966742,9.446136475
0.034,0.7264,110.6745,1.836192608,188.0067139
0.0047,0.0166,119.6412,0.399186671,176.5018005
0.004,0.0104,116.7436,0.205298513,38.29759216
0.0113,0.0826,114.8752,1.257330894,208.7138977
0.0031,0.0083,117.9434,0.220438838,189.9859619
0.01,0.0793,179.8132,0.231123775,130.4528809
0.0042,0.0155,126.7518,0.465206087,182.104126
0.0359,0.8071,116.6107,0.975181401,78.20904541
0.009,0.0519,118.9861,0.389665604,62.41982269
0.0149,0.1301,121.0972,0.502664864,199.8825836
0.0194,0.2338,125.0375,1.894164562,193.4487305
0.012,0.0789,135.1488,0.447200209,54.8800354
0.0493,1.6195,110.9672,2.266107082,170.6168671
0.0015,0.0012,122.8146,0.789416432,223.6762238
0.0052,0.0259,136.8126,1.258220077,158.7967529
0.0024,0.0051,109.6634,0.162215173,4.12940979
0.011,0.0687,115.446,0.64716363,271.9651794
0.0146,0.1236,112.5137,1.918348908,197.1157227
0.0792,3.5226,118.0299,1.098936439,57.02590942
0.0138,0.1051,120.8196,0.238790721,201.3922119
0.0086,0.043,121.2957,0.538453639,34.05361938
0.0095,0.0513,110.9073,0.443750173,188.0583191
0.0187,0.1695,115.9556,0.758053243,38.06323242
0.0094,0.0502,115.5764,0.448657542,82.03457642
0.0452,1.0743,115.0765,0.647638857,69.94161987
0.009,0.0472,121.4943,0.447138458,243.9725037
0.0113,0.0687,138.7047,0.349258512,216.5128326
0.0084,0.041,133.0086,0.368799478,82.07125854
0.031,0.5214,120.2937,0.392545462,123.9146729
0.0195,0.2332,116.8133,1.329120517,198.611908
0.0074,0.0352,135.3094,0.383748144,59.84384155
0.0163,0.1415,115.6605,0.511615634,223.9114227
0.0191,0.2151,146.9146,0.595130861,230.5195923
0.0101,0.0518,122.3467,0.651040316,232.5844727
0.0108,0.0565,123.8055,0.527131975,234.9565582
0.0029,0.0063,117.9017,0.293074697,193.8166046
0.0443,1.0425,122.382,0.65762496,68.38748169
0.0312,0.5846,111.0699,2.112154484,184.4744263
0.0241,0.3377,114.1161,0.99696821,160.1265869
0.0174,0.186,131.1624,0.48659423,207.9204407
0.0105,0.0575,137.0912,0.675400674,230.6857758
0.0099,0.0634,112.4455,0.597162366,50.46284485
0.0285,0.507,130.363,2.23149538,185.2177734
0.0012,0.001,124.5764,0.372983664,189.8181
0.0176,0.162,111.5665,0.604543328,44.3323822
0.0321,0.5447,111.752,0.456147015,89.86935425
0.0505,1.2473,117.4495,0.484329998,31.33560181
0.0091,0.0556,117.3807,0.640056729,7.741744995
0.0156,0.14,126.1138,0.475636929,211.1760712
0.0189,0.1878,110.5261,0.516831517,233.404129
0.029,0.4203,113.7749,0.870825589,75.70730591
0.0329,0.6359,109.3199,1.301356792,168.5391235
0.0036,0.0106,127.3479,0.349874735,63.58937073
0.0104,0.0594,116.1635,0.203100562,152.81073
0.0469,1.2752,113.6862,1.111935973,251.7952423
0.0035,0.0085,115.6429,0.3325423,51.56681824
0.0058,0.018,114.1237,1.03707695,172.6607056
0.0138,0.1367,114.2305,1.832292795,197.1249237
0.0204,0.227,108.0889,0.8011958,232.9624634
0.0055,0.0195,119.5905,0.580828547,244.4145813
0.0017,0.0029,149.7678,0.378792286,65.96505737
0.0083,0.0347,112.5706,0.689786255,215.5353699
0.0066,0.0314,176.1127,0.234049708,68.80386353
0.0047,0.0271,130.5138,0.52308166,174.036377
0.0012,0.0002,114.6267,0.09886694,84.12919617
0.0151,0.1293,142.7506,0.271542817,256.9310303
0.0054,0.0178,119.461,0.404689223,358.4789124
0.011,0.0597,114.5655,0.486237824,41.88897705
0.0337,0.6495,117.9487,1.086181045,264.0053406
0.0025,0.0049,125.7491,0.211743295,190.9296875
0.0391,0.755,117.5389,0.971602142,283.1697083
0.0128,0.0856,121.6626,0.510186315,214.6375732
0.0096,0.0519,114.6672,0.838847637,276.0546875
0.0018,0.0012,112.6943,0.20059222,49.96553802
0.0181,0.1896,121.8433,0.42904374,139.703598
0.002,0.0046,185.8052,0.831664681,213.2264404
0.0047,0.0192,121.9419,0.219441444,214.4041138
0.0054,0.0175,126.5704,0.3823829,73.91171265
0.0707,2.5982,133.0654,0.869302332,22.55625153
0.0113,0.0616,120.8716,0.499913454,40.38357544
0.0049,0.0177,117.447,0.253730983,353.6426086
0.0161,0.163,125.3343,2.042653799,194.9356232
0.0168,0.1757,112.7534,1.171346426,163.4595795
0.0077,0.0302,119.2881,0.946897686,331.3387756
0.0174,0.1682,111.3675,0.585958838,224.8192139
0.0173,0.1539,106.6821,0.504681945,231.4499969
0.001,0.0003,117.9486,0.169377595,29.09643555
0.025,0.3552,110.714,1.560599089,169.1502838
0.0146,0.1707,138.6873,0.35437572,76.20169067
0.019,0.2269,114.7162,0.622989953,237.022583
0.0181,0.1782,107.0675,0.879429221,199.7136536
0.0017,0.0017,110.4194,0.196146414,317.4967957
0.0019,0.001,106.7513,0.215622991,11.2003479
0.01,0.0643,117.9645,1.115179777,215.1144867
0.0067,0.0294,115.6994,0.206207976,104.7405701
0.0171,0.1447,116.6881,0.672834277,38.92141724
0.009,0.054,125.8765,0.517573953,51.21655273
0.0147,0.1191,110.4876,0.645090103,227.5760803
0.0017,0.0017,113.8757,0.28716737,195.394455
0.0011,0.0011,140.3042,0.363012433,62.38659668
0.0152,0.1263,123.5136,0.477332801,211.0146179
0.0184,0.1891,121.788,0.215257645,104.344986
0.0069,0.0242,116.1279,0.999349475,346.802002
0.0077,0.0426,115.4274,0.34598583,46.37498474
0.0124,0.0734,114.6598,0.319279313,15.78611755
0.0155,0.126,111.0911,0.883929014,213.8151703
0.0153,0.1352,117.2761,0.636808813,195.9546509
0.005,0.0152,114.8602,0.601004004,276.0820618
0.0082,0.0514,116.3425,0.432602853,55.11642456
0.0049,0.0141,131.8086,0.552037656,272.7593689
0.0039,0.0093,115.4474,0.256103337,193.3157349
0.0164,0.1425,114.2114,1.022774577,264.5422974
0.0172,0.1627,114.8349,0.793954968,241.0160828
0.0193,0.2304,113.3965,1.510270834,197.7749786
0.0094,0.0501,111.3173,0.529854834,245.7054749
0.001,0.0002,147.5782,0.123975538,170.5862122
